"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,41.91667,4,0.004230769,242.1283,0,0,3,6,1,3
0,0,24.58333,2,0.0004651163,0,0,0,0,41,1,6
1,0,45.58333,11.9999,0.02006617,200.4933,1,1,1,24,1,6
1,1,0.5,3.7,0.01022222,37.58333,1,0,3,186,0,5
1,0,35.33333,1.434,0.02690671,42.615,1,0,2,12,0,6
1,0,33.91667,3.68,0.01952256,270.3683,1,0,3,15,1,11
0,0,23.83333,2.55,0.06705059,0,1,0,2,64,1,5
0,4,23.75,1.672,0.0251939,0,0,0,0,27,1,0
1,0,40.33333,8.2,0.02820012,192.4508,1,0,3,172,1,15
1,0,21.66667,3.1894,0.0002352941,258.2908,0,0,0,25,1,0
0,0,26.5,5,0.0572476,0,1,0,3,9,1,11
0,0,25.16667,1.97,0.0006091371,0,1,0,0,7,1,6
1,0,41.25,3.6,0.1525236,457.4875,0,0,0,42,1,10
1,0,29.75,3.2,0.000375,173.4675,0,0,2,60,1,1
1,0,48.25,5,0.0033,91.17667,0,0,2,7,1,6
1,0,71.83334,2.85,0.06251058,400.9117,1,0,1,24,1,11
1,0,19.83333,3.095,0.000625,180.1775,0,0,1,12,0,23
1,0,25.16667,5,0.08980467,111.8392,0,0,1,7,1,19
1,0,57.08333,4.8,0.0544468,613.6425,0,0,0,8,1,5
1,0,23.83333,1.53,0.1539746,333.6117,1,0,0,22,1,11
1,0,28.33333,3.3,0.08745825,207.7133,1,0,1,50,0,17
1,0,28.16667,2.04,0.020658,30.0525,1,0,2,18,1,2
1,0,32.58333,1.8142,0.0934841,436.2592,1,0,4,34,1,7
1,0,44.58333,3.6,0.1251213,323.0633,1,0,4,48,1,8
0,0,31.08333,8.94,0.0007920792,188.295,0,0,2,96,1,17
1,0,24.83333,2.4,0.26509,530.18,0,0,1,35,1,13
1,0,38.66667,3,0.1319654,384.8992,0,0,0,12,1,2
0,7,36.91667,2.9,0.0003428572,0,0,0,0,60,1,0
1,0,38.41667,5.6,0.046713,436.2592,1,0,1,12,1,8
0,1,34.75,2.25,0.1833799,44,1,0,0,108,0,11
1,0,25.08333,2.1,0.3252597,214.86,0,0,0,26,1,7
1,0,22.16667,1.6,0.1506275,0,1,0,0,27,1,3
1,0,26.66667,1.511,0.03075632,56.46333,0,0,0,10,1,2
1,0,28.08333,3.65,0.006082192,133.0683,1,0,3,20,1,17
0,6,27.16667,3.2,0.000375,0,0,0,0,60,1,7
0,0,49.75,3.6,0.0004615385,0,0,0,2,5,0,0
1,0,31.25,5,0.0943482,309.91,1,0,2,12,1,14
0,2,36.41667,6.8,4e-04,0,0,1,1,74,1,20
0,0,27.16667,2.6,0.8778461,126.1033,1,0,0,60,0,7
1,0,45.58333,4.9,0.07956502,58.93083,1,0,2,159,1,4
0,0,40.33333,9.9999,0.0003692308,0,1,0,3,300,1,21
1,0,35.16667,8.2,0.1334473,192.4508,1,0,1,172,1,9
1,0,74.16666,2.75,0.06718982,38.83333,1,0,0,6,1,3
1,0,49.16667,3.1144,0.2284344,462.6558,1,0,1,154,1,6
1,0,55.16667,6.7,0.1082892,214.9342,1,0,1,5,1,13
1,1,38.33333,2.4,0.1893335,285.2825,1,1,3,96,0,7
0,0,37.83333,5.16,0.0004705882,0,0,0,0,86,1,0
1,0,41.83333,2.75,0.05751137,244.4233,1,0,3,132,0,9
1,0,44.58333,1.672,0.03867167,135.1842,0,0,0,150,1,2
1,1,30.75,5.6,0.03980107,387.2183,1,0,0,180,0,19
1,0,35.16667,1.86,0.04295223,171.5125,0,0,2,48,1,18
0,0,20.33333,1.6752,0.0007317073,245.3308,0,0,0,104,1,0
1,0,51.91667,1.62,0.002705882,14.66667,0,0,0,32,0,7
1,0,20.83333,1.92,0.1300521,16.91333,0,0,0,48,1,6
1,0,27.66667,2.6,0.07505192,162.4458,0,0,2,60,1,0
1,0,36.83333,3,4e-04,91.17667,1,0,3,7,1,0
1,0,36.41667,2.2,0.01145455,20.33333,0,0,1,12,1,0
1,1,22.75,1.8,0.1840382,950.8641,0,0,0,6,1,11
0,11,30.33333,2.6,0.0003333333,0,0,0,0,84,1,16
1,0,27.08333,2,6e-04,0,1,0,0,24,1,4
1,0,38.33333,3.9,0.01558974,50.08333,1,0,3,179,1,6
1,0,40.83333,2.6,0.004230769,300.9942,1,0,0,22,1,3
1,0,30,4.0188,0.3527866,552.3417,1,0,0,6,0,2
1,0,26.08333,2.8,0.045469,113.5892,0,0,0,12,1,6
1,0,38.58333,4,0.1139598,379.8658,0,0,0,120,0,3
1,0,23.5,2.8,0.06339286,147.3333,0,0,0,64,1,8
1,0,46.16667,2.6,0.2015343,480.3233,0,0,0,61,1,8
1,0,22.08333,2.04,0.1794971,304.895,0,0,0,12,0,3
0,0,33.83333,1.5,8e-04,63.45667,1,0,0,12,1,0
1,0,64.58334,7.125,0.1705402,434.8775,0,0,0,241,1,0
1,0,41.66667,2.5,0.00048,97.5125,1,0,2,28,1,0
1,0,23.83333,2.4,0.06044576,166.0592,0,0,1,2,0,5
1,0,38.16667,5.5,0.04493018,205.5133,0,0,4,99,1,9
1,0,20.91667,4,0.042129,121.2208,1,0,0,84,1,12
1,0,22,4,0.02921738,160.0283,1,0,3,27,1,4
1,0,58.08333,4.4,0.04341593,201.4825,0,0,3,132,1,12
1,0,36.58333,2.37,0.01020614,59.11917,1,0,0,77,1,3
0,1,26.25,2.3,0.0005217391,0,0,0,0,20,1,3
1,0,30.66667,2.7,0.0004444444,356.8792,0,0,0,50,1,23
1,1,28.25,2.3,0.07657401,66.30083,0,1,1,24,1,14
0,0,40.83333,3.2,0.00048,0,1,0,1,17,1,8
0,1,27.75,8,0.2145995,112.8783,0,0,2,18,1,0
1,0,34,3.7,0.1893335,583.7783,1,0,2,5,1,2
0,0,21.08333,2.9,0.0001200012,0,0,0,0,9,0,3
1,0,22.25,4.7,0.1644965,73.17667,1,0,1,36,1,8
0,0,27.25,3.5,0.0006956522,0,0,0,0,204,0,5
1,0,28.91667,2.69,0.2829621,448.0233,0,0,0,36,0,0
1,0,30.83333,3.82,0.062629,156.5725,1,0,2,36,1,2
1,0,19.58333,1.65,0.07904787,108.6075,0,0,0,96,1,8
1,0,31.75,2.4,0.1235615,205.9358,0,0,1,42,0,6
1,3,36,3,0.121849,304.6225,0,0,1,32,1,5
1,0,21.41667,1.6,0.2893312,385.775,1,0,3,32,1,7
1,0,42.08333,4.566,0.1430284,319.43,0,0,0,18,1,0
1,0,32.33333,2.304,0.08876603,465.9383,0,1,1,12,1,7
1,2,24.25,1.6,0.0003243243,59.78667,0,0,0,43,1,2
1,0,37.58333,2.6,0.002227999,170.4625,1,1,1,76,0,13
1,0,47.75,2.1,8e-04,242.195,1,0,2,24,1,0
0,0,28.33333,1.8468,0.011423,0,0,0,0,48,1,4
1,0,33.66667,3.5,0.002742857,478.7125,1,0,0,12,1,0
0,1,33.75,1.8,0.0002926829,0,1,1,2,60,1,15
1,0,31.41667,3.56,0.03320618,122.9292,0,0,2,72,1,1
0,0,25.66667,3.4,0.1063297,7.416667,0,0,0,17,1,7
1,0,48.25,2.55,0.0219424,91.17667,0,0,3,7,1,0
1,0,19.16667,1.9,0.2829621,183.8983,0,1,0,288,0,1
1,2,26.41667,2.1,0.01446872,126.1033,1,0,0,30,0,13
1,0,42.66667,5.14,0.008949417,37.58333,0,0,2,13,0,0
1,0,0.5,9,0.06282978,470.9733,0,0,1,94,1,6
1,0,22.83333,3.5,0.04541571,132.1292,0,1,0,8,1,0
1,0,39.5,3,0.016231,128.4267,1,0,3,14,1,12
1,0,49.83333,6.9,0.2599927,1949.862,0,0,3,160,0,0
1,0,20.16667,2.1,0.1538495,269.1533,0,0,1,1,0,6
1,0,23.75,3,0.016826,20.25,0,0,3,18,1,16
1,0,27.58333,2.6,0.03666654,79.36083,0,0,0,168,1,5
1,0,54.75,2.85,0.1342037,207.7133,1,0,1,146,0,4
0,0,32.33333,2.5,0.00048,192.4508,1,0,3,172,1,0
1,1,28.83333,3.6,0.1573136,327.7367,1,1,0,147,1,3
1,0,28.5,1.54,0.08959676,114.8158,0,0,0,20,1,2
1,0,35.5,6.5,0.067598,113.1808,1,0,0,8,1,0
1,1,25.66667,5.5,0.1535069,41.33333,1,1,1,39,1,18
1,1,28.16667,1.9,0.051839,86.14833,1,0,3,108,1,2
0,3,22,3.25,0.0003692308,0,1,0,0,209,1,7
0,2,19.58333,1.8,0.121795,0,0,0,0,12,1,0
1,0,40.75,7,0.1795448,376.765,1,0,3,6,1,9
0,0,27.83333,7.5,0.00016,95.9975,0,0,0,13,1,8
0,0,38.41667,3,0.05987158,0,0,0,0,18,0,2
1,0,25.91667,3.7,0.3706127,260.1208,1,0,0,3,1,4
0,0,33.16667,3.5,0.0003428572,0,0,0,0,54,1,0
0,1,26.5,2,6e-04,0,0,0,2,60,1,7
1,0,42,2.6,0.05487154,332.2392,0,0,3,33,1,14
1,0,22.08333,1.566,0.0007058823,91.7325,0,0,3,18,1,25
1,0,37.75,5,0.0452946,188.7275,1,0,4,36,1,25
1,0,34.16667,2.616,0.1696903,84.73167,1,0,2,3,1,12
0,0,25.41667,1.5,0.100191,0,0,0,4,48,0,0
1,0,19,3.7,0.3406356,621.66,1,0,0,186,1,2
1,0,31.25,3.2,0.0708629,121.0558,0,0,3,6,1,7
1,0,41.66667,4.4,0.06724951,148.0592,0,0,2,222,0,10
1,0,33.25,2.2,0.3761903,940.3925,1,0,1,8,1,4
0,1,26.33333,2.95,0.1325831,0,0,0,1,347,1,5
1,0,26.66667,2.55,0.02353625,509.0542,1,0,1,24,1,5
1,0,31.25,5,0.115791,192.8183,1,0,0,12,1,12
1,0,25.08333,2.7,0.1362319,27.41667,0,1,1,42,1,3
1,0,28.91667,2.2,0.1384924,242.195,0,0,2,42,1,7
1,0,29.41667,5.5,0.04493018,267.3483,0,0,0,99,1,17
0,9,33.08333,1.7,0.0007058823,0,0,0,0,90,1,18
1,0,57.33333,1.65,0.104378,12.25,0,0,1,24,1,2
1,0,37.33333,7,0.03023229,176.2717,1,0,3,228,1,0
1,0,41.66667,1.5,0.02655333,32.775,1,0,1,136,0,9
1,1,39.41667,1.56,0.04665384,159.1958,0,1,0,25,0,3
0,0,56.75,2.55,0.0004705882,0,1,0,0,24,1,0
1,0,28.25,2.0272,0.0549975,187.1425,1,1,1,24,0,10
1,0,38.08333,2.5,0.0544468,113.1808,1,0,0,16,1,8
1,0,54.5,4.3,0.1763946,445.8058,1,0,1,35,1,6
1,0,29.33333,1.51,0.05125828,63.91667,1,0,1,70,0,1
0,0,19.83333,3,4e-04,0,0,0,0,49,1,2
0,0,25.25,3.2,0.0004444444,121.0558,0,0,0,4,1,6
1,0,35.58333,3.18,3e-04,0,0,0,2,70,1,0
1,0,33.5,3.2,0.094966,82.3425,1,0,0,23,1,13
1,1,26,1.7305,0.09120428,13.68583,0,0,0,8,0,4
1,0,43.58333,2.4,0.04429271,215.7392,1,0,0,110,1,10
0,1,24,2.7811,0.0005333333,0,0,0,1,3,0,0
1,0,43.33333,3.9495,0.1571475,171.8608,1,0,0,51,0,0
1,0,34.91667,3,0.07122857,36.205,0,0,1,30,0,2
0,0,27.75,2.65,0.007586207,14,0,0,0,2,1,0
0,3,28,5.5,0.0005366727,0,0,1,0,72,1,11
0,0,25.91667,2.07,0.06314021,0,1,0,4,20,0,7
1,0,40.83333,3.48,0.006686838,21.715,0,0,0,28,1,12
1,0,25.08333,3.12,0.04245641,110.3033,0,0,1,6,1,0
1,1,57.08333,2.77,0.1534315,613.6425,1,0,0,44,1,4
1,1,47.83333,3.1131,0.02505766,64.75584,0,0,0,216,0,16
1,0,18.75,1.968,0.06387195,103.9167,0,0,0,64,0,1
1,0,21.16667,1.8,0.1925344,192.8183,0,0,0,8,1,8
0,1,25.25,9.4,0.0001276596,0,1,0,0,94,0,0
0,0,35.5,2.55,0.007960784,58.60833,0,0,1,36,1,2
1,0,41.08333,1.5,0.0055,8.333333,1,0,3,18,0,0
1,0,43.58333,4.3681,0.04429271,387.1742,0,0,1,18,1,4
1,0,23.83333,2.35,0.02842812,119.3017,0,0,0,25,1,10
1,0,25,4.6,0.02751957,62.50833,0,0,0,4,1,1
1,0,21.58333,3.12,0.01070092,88.23333,0,0,0,56,1,0
0,0,27.41667,2.6545,0.0003333333,0,0,0,0,100,1,1
1,1,36.33333,7.35,0.07122857,163.8392,0,0,0,51,0,14
1,0,27.41667,3.2,0.01710906,186.3533,0,0,0,14,1,0
1,0,28.33333,1.9,0.06892936,432.3592,0,0,0,18,1,9
1,1,38,3.27,0.04374329,108.2958,0,0,1,98,0,9
1,1,54.66667,7.29,0.143523,442.4458,1,0,2,216,1,9
1,0,50.91667,1.85,0.3426108,527.9417,1,0,0,36,1,2
0,0,23.58333,3.35,0.0004948454,0,1,0,2,132,1,1
0,0,29,2.1,0.0004444444,0,0,0,1,24,0,1
1,0,45.25,3,0.1384322,40.3275,1,0,0,14,1,9
1,0,24.91667,4.3681,0.01378125,36.25,1,0,2,40,1,1
1,0,31.83333,3.1,0.1304742,810.3917,0,0,1,18,1,3
0,0,23.08333,3,0.0001333333,0,0,0,0,24,1,5
1,1,27.58333,2.45,0.1085196,220.8942,0,1,0,12,1,11
1,0,36.08333,2.5,0.0002926829,18.25417,1,0,2,30,1,0
1,0,19.5,2.98,0.0004026846,0,0,0,0,18,1,0
1,0,25.5,2.8,0.1980021,104.7833,0,0,0,66,1,1
1,0,48.33333,3.7,0.03296432,114.6017,1,0,1,192,1,4
0,1,30.16667,4.16,0.0002884615,0,0,1,6,37,1,3
1,0,24.5,2.304,0.01560016,129.3333,0,0,4,76,1,2
1,3,32.16667,3.5,0.0003428572,383.3117,0,0,1,38,1,6
0,0,21.91667,1.9,0.000631579,0,1,0,1,14,1,4
1,0,23.83333,4.32,0.1877141,265.6517,0,0,0,6,1,3
0,0,39.66667,1.5,8e-04,0,0,0,3,14,1,22
0,0,26.75,2.375,0.000244898,0,0,1,1,6,1,0
0,0,28.58333,2.8,0.0003846154,0,0,0,0,13,0,7
1,0,27.08333,4,0.2582515,860.755,0,0,1,100,0,6
1,0,42.66667,2.59,0.007309545,12.65083,0,0,0,96,1,5
1,0,32.41667,4,0.00165,4.583333,0,0,0,30,1,1
1,1,43.33333,3.7,0.3706127,9.741667,1,0,0,86,1,8
1,0,46,1.8,0.02532014,42.69083,0,0,0,9,0,2
0,0,31.58333,2.35,0.0005929733,0,0,0,0,14,1,3
0,0,22.75,2.304,0.5418599,719.5059,0,0,0,76,1,2
0,0,28.16667,5.5,0.07068036,0,1,0,0,31,1,4
0,12,30.41667,2,0.00685,0,0,0,0,76,1,1
1,0,25.58333,2.8,0.2658507,476.3158,0,0,0,30,1,7
1,0,37.16667,3.8,0.03591921,44.46333,0,0,1,38,1,4
1,0,49.16667,5.2,0.01664154,44.46333,0,0,1,38,1,3
1,1,26.58333,2.45,0.1217171,121.2208,0,0,1,84,0,12
1,0,55.25,4.9,0.06697714,319.7925,1,0,1,121,1,17
1,0,25.58333,1.8,0.01989944,29.51583,0,0,0,6,1,10
1,0,30.08333,3.67,0.001798365,412.9933,0,0,0,57,1,3
1,0,24.75,2,6e-04,284.2558,1,0,0,48,1,6
1,4,21,2.1,0.0005714286,131.9892,1,0,0,194,0,3
1,0,28.83333,3.6,0.04339778,52.48917,1,0,0,86,1,5
1,0,43.58333,4.3681,0.04429271,225.2692,0,0,0,110,1,10
1,0,25.16667,3.42,0.008915205,298.0233,0,0,0,72,1,5
1,1,26.5,2.8,0.06339286,147.3333,0,0,0,60,1,7
1,0,26.66667,3,0.06942033,173.4675,0,0,1,60,1,1
1,0,52.33333,3,0.02882272,79.685,0,0,0,12,1,3
1,0,41.66667,2.95,0.06724951,138.5467,0,0,2,222,1,10
1,0,33.08333,2.8,0.03015786,565.3292,0,0,0,12,1,20
0,0,23,1.77,0.0006779661,0,0,0,1,102,1,1
1,0,29.83333,3.7,0.03311243,101.7633,1,0,2,84,0,18
1,0,20.25,1.85,0.04700183,527.9417,1,0,0,96,0,2
1,1,26.08333,2.23,0.05652018,104.7833,0,0,1,347,0,1
0,0,42.08333,2.5,0.01847894,0,1,1,3,150,0,0
1,3,32.83333,4.467,0.1596184,466.3475,0,0,0,63,1,5
1,0,27.33333,4.8,0.03242008,266.3433,0,0,1,15,1,0
1,0,28.5,3,0.1239747,6.145833,1,1,2,30,1,6
1,1,36.91667,2.16,0.02366667,42.51667,0,0,0,50,0,2
1,0,26,2.2,0.06259273,114.2533,0,0,1,28,0,10
1,0,27.83333,3.5,0.06038794,0,0,0,0,54,1,0
1,0,40.91667,6,0.1172833,293.0417,1,0,0,14,1,5
1,0,22,1.75,0.4559923,683.9883,0,0,0,2,1,2
0,0,38.33333,1.7,0.08007,0,1,0,1,40,1,8
1,0,29,5.5,0.1239747,288.3633,0,1,2,30,1,5
1,0,40.58333,2.5685,0.01023563,111.675,0,0,0,16,1,3
0,0,34.25,2.4,0.0003428572,0,0,0,0,27,0,2
1,0,37.41667,10.0393,0.0726416,182.825,0,0,1,15,1,18
1,0,63.16667,3.3026,0.0006485084,0,0,0,1,14,1,4
1,0,26.25,3,0.124375,310.9375,1,0,0,36,1,0
1,1,32.5,10,0.03704,308.25,1,0,3,35,1,4
1,0,28.66667,2.9,0.08015586,68.35917,1,0,5,2,1,0
0,2,36.33333,2.007,0.09045292,0,0,0,1,4,1,0
1,0,29.5,1.6,0.00075,249.1658,0,0,0,50,1,0
1,0,25.08333,3.52,0.02107955,59.85417,0,0,0,15,1,3
0,4,22,2.1,0.0005714286,0,1,0,2,120,1,12
1,0,27.58333,10,0.1177562,308.25,1,0,3,24,1,2
1,0,29.33333,5.6,0.046713,436.2592,0,0,6,12,1,8
1,0,24.91667,2.47,0.08519435,195.0233,0,0,3,94,1,2
1,0,27.66667,4.7,0.2421564,162.4458,0,0,2,6,1,19
0,0,23.41667,2.7456,0.0002981515,0,0,0,0,84,1,4
1,0,22.66667,2.5,0.009122,18.25417,0,0,0,12,0,4
1,0,30.08333,4.8,0.1804298,292.9483,0,1,0,42,1,10
1,0,43.5,3.5995,0.0003333796,107.7642,1,0,4,18,1,2
1,1,42.83333,3.7,0.0003243243,1836.976,0,0,0,24,0,3
1,0,23,3,0.111475,533.6275,0,0,0,6,1,0
0,0,32.33333,4.5,0.09166333,0,0,0,0,62,0,0
1,0,24.75,2.3,0.227364,568.2433,1,0,0,24,1,12
1,3,45.16667,2.8,0.0004285714,397.0333,1,0,3,234,0,11
1,0,39.41667,2.1,0.1922946,71.66666,1,0,1,44,1,5
1,0,40.75,5,0.09361254,229.7975,0,0,0,38,1,4
1,0,35.91667,2.62,0.2154031,470.2967,1,0,1,6,0,0
1,0,64.58334,7.125,0.02533895,8.333333,0,0,1,241,1,9
1,0,24.5,2,6e-04,487.4817,0,0,0,108,1,1
0,4,30.33333,3.7,0.0003333333,0,0,0,2,108,1,11
0,0,21.66667,2.656,0.1594194,0,1,0,0,12,1,0
1,0,28.33333,2.7,0.06417074,144.3842,0,0,1,82,1,8
1,0,30.5,2,6e-04,256.6642,1,0,1,24,1,20
0,0,25.08333,2.3,0.02107955,0,0,0,0,66,1,3
0,0,23.25,3.82,0.3536299,553.1067,0,0,0,36,1,3
1,0,36,4,0.03186978,306.4683,0,0,0,12,1,1
0,0,39.83333,1.7123,0.002627389,4.583333,0,1,0,36,0,0
1,0,47.41667,4,0.1174231,89.82667,0,0,0,5,1,5
1,0,42,2.16,0.02055556,36.33333,1,0,0,38,1,2
1,2,51.91667,3.3,0.002705882,14.66667,0,0,1,58,1,5
1,0,38.16667,7,0.01116743,90.06333,0,0,0,60,1,7
1,0,25.25,1.7123,0.0930713,192.64,0,0,0,4,1,8
1,0,41.66667,1.5,0.02655333,131.7658,1,0,1,136,1,9
1,1,19.41667,1.8,0.08415,203.8917,0,0,0,3,1,11
1,0,36.5,2.07,0.0005797101,633.4133,0,0,0,1,1,0
1,0,19,2.8,0.007781739,14.33167,0,0,0,14,0,0
1,0,48.33333,3,0.0006666667,0,1,0,0,4,1,7
0,1,33.91667,2.1888,4e-04,0,0,0,0,15,1,16
1,0,28.33333,2,6e-04,355.9683,1,0,1,18,1,15
0,1,48.75,2.7,0.0004444444,0,0,1,0,120,1,2
1,0,23.83333,2.6,0.1571033,333.6117,0,0,0,62,0,0
1,1,39.41667,3.1,0.05783512,179.7708,1,0,2,151,1,7
0,0,32.83333,2.425,0.0938035,0,0,1,2,132,1,1
1,0,24.83333,4.3,0.00165,4.583333,1,0,3,156,1,9
1,0,38.16667,3.264,0.02482904,205.5133,1,0,0,16,1,9
1,1,37.33333,5.92,0.09362111,210.6475,1,0,0,9,1,7
1,1,31.75,7.6,0.04906355,310.7358,1,0,6,36,1,11
1,0,18.16667,3.3,0.0418539,97.94,0,0,0,6,1,8
0,0,31.25,1.78,0.0006741573,0,1,0,0,229,1,1
1,0,39.16667,2.6611,0.02673974,220.7925,1,0,2,269,1,8
0,0,27.58333,7.5,0.00016,0,0,0,0,24,1,2
1,0,33.08333,2.45,0.2564355,854.785,1,0,0,42,1,4
0,0,31.58333,1.6,0.00075,0,0,0,2,51,1,1
1,0,38.41667,5.6,0.4028644,839.3008,0,0,4,4,0,1
1,0,19.58333,3.2,0.0004444444,0,0,0,0,4,1,6
1,0,35.33333,3.35,0.07162478,199.3692,1,0,0,14,1,0
1,0,29.25,2.58,0.04510837,94.26833,0,0,0,6,0,0
1,2,46,1.56,0.04665384,84.39083,0,0,0,25,1,3
0,0,24.58333,3.5,0.06020943,0,0,0,0,24,1,8
1,0,22.83333,3.2,0.04541571,313.4333,0,1,0,8,1,2
1,0,39.58333,3.9,0.09410384,305.8375,0,0,2,27,1,4
1,0,18.5,2.5,0.2115316,440.6908,0,0,3,4,1,1
0,0,49.16667,1.8468,0.146526,16.91333,1,0,0,303,1,11
1,0,47.75,3.2,0.03100344,82.3425,1,0,0,60,1,9
1,0,49.16667,1.8,0.01116311,92.44167,0,0,0,6,0,12
1,0,57.58333,1.75,0.08389854,281.8067,1,0,0,121,0,15
1,0,53,2.2,0.0005555556,71.95917,0,1,3,22,1,6
1,0,27.25,4.38,0.03736278,136.1242,0,0,0,24,1,5
0,0,38.25,2.4852,0.0004828585,0,1,0,2,24,1,14
1,1,29.58333,6.6,0.221529,1292.003,0,1,0,24,1,14
1,1,30.66667,2.74,0.1070066,42.31083,1,0,3,76,1,8
1,0,58.91667,3.9,0.04364769,141.6883,1,0,0,252,1,17
1,0,20.83333,3.2618,0.00294316,7.083333,0,0,0,84,1,0
1,0,48.91667,3.5,0.03306483,197.9233,1,0,0,48,1,6
1,0,25.83333,2.5,0.0598016,124.5033,1,0,0,84,0,46
1,0,26.83333,2.1,0.0005714286,1028.961,0,0,2,30,1,2
1,0,80.16666,1.5,0.06075971,349.2017,0,0,0,24,0,0
1,0,24.83333,2.1,0.1375624,240.4842,0,0,1,24,0,0
0,0,40.08333,6,0.001833333,8.333333,0,0,1,84,1,15
0,0,42.08333,4.7,0.0004444444,0,0,1,0,120,1,2
1,4,49,9.9999,0.04070939,111.6175,1,0,0,252,1,0
1,0,44,5.8,0.07990742,80.82584,1,0,3,134,1,4
1,1,57.08333,5.32,0.0002255639,613.6425,1,0,5,138,1,4
1,0,25,2.4,0.06534584,62.50833,1,0,0,192,1,9
0,0,43.83333,1.85,0.05890216,0,1,0,2,109,0,6
1,0,24.5,2.04,0.020658,30.0525,1,0,2,38,1,0
1,0,21.66667,3.84,0.016231,40.3275,1,0,3,12,1,9
1,0,30.58333,2.512,0.02147727,4.583333,1,0,3,26,0,4
1,0,67.16666,4.4692,0.002148035,57.30667,0,0,1,36,1,1
0,2,40.5,3.57,0.008841666,0,0,1,1,216,1,7
1,0,39.08333,4.2,0.006554524,106.7208,1,0,0,24,1,13
1,1,38.83333,2.52,0.138147,181.4142,1,0,0,44,1,8
1,3,35.25,1.7,0.160214,732.9792,1,0,1,135,1,19
1,1,55.33333,2.98,0.05220054,160.4517,0,0,0,18,1,4
0,0,27.41667,3.6,0.0003333333,0,0,0,0,144,1,2
1,0,39.91667,2.8,0.003928571,8.333333,1,0,0,240,1,7
1,0,45.66667,3.224,0.333848,104.7833,1,0,0,168,0,1
1,0,46,5.5,0.0204978,251.5208,1,0,2,161,0,16
1,3,34.75,2.67,0.04148197,245.3517,1,0,2,12,1,25
1,0,30.08333,3.75,0.00165,4.583333,1,1,1,48,1,4
1,0,61.58333,3.75,0.02862341,54.96917,1,0,0,158,1,5
1,0,35.83333,3.7,0.1364475,11.7125,1,0,2,30,1,15
1,2,38.83333,3,0.02411576,95.79916,1,0,3,8,0,4
1,0,37.08333,7,0.0006153846,898.4258,1,0,0,14,1,1
1,0,39.58333,2.6,0.1758282,199.0042,0,0,3,60,1,9
0,0,42.91667,4,0.0003846154,0,0,0,0,12,1,11
1,0,25.25,2.59,0.0930713,192.64,1,0,0,4,1,8
1,0,48.25,2.1,0.1116186,344.1575,1,0,2,2,0,5
1,0,30,3,0.039573,98.6825,1,0,1,220,1,8
1,0,26.08333,3,0.1059863,250.5208,0,0,1,52,0,11
1,0,57.08333,4.8,0.004863637,17.08333,1,0,3,138,1,18
1,0,30.16667,3.1,0.1049978,313.3525,1,0,2,40,1,15
1,0,30.83333,2.98,0.221529,1292.003,0,1,0,13,1,31
0,0,22.25,2.8,0.2532993,0,0,0,1,6,1,7
0,0,37.16667,1.8339,0.0006543432,0,1,0,2,52,1,0
0,0,36.41667,3.2905,0.01756572,0,0,0,2,74,1,5
1,0,29,1.434,0.02690671,42.615,1,0,2,12,0,6
0,0,28.33333,4.44,0.0002702703,141.6883,1,0,2,49,1,3
1,0,27.16667,1.8,0.06123966,306.0317,0,0,2,182,1,7
0,0,35.5,2.9,0.04113469,0,0,0,1,17,1,0
1,2,52.25,3.65,0.0003243243,1637.527,1,0,1,1,1,6
1,0,30.58333,3.4,0.03930543,114.5575,0,0,5,57,1,9
1,0,40.66667,2.7,0.03544926,11.6725,0,0,0,3,1,10
0,0,21.66667,5.1,0.000525279,0,0,0,0,24,1,0
0,10,43.25,1.7,0.00024,16.63417,1,1,4,108,1,11
1,0,24.75,2,0.02962699,91.4125,1,1,1,24,1,10
1,0,27.58333,2.6,0.1106477,79.36083,0,0,0,12,1,5
1,0,28.16667,5,0.0457034,948.3625,1,0,2,6,1,0
1,0,38.66667,3,4e-04,66.7325,0,0,0,120,1,12
1,2,61.08333,3.3,0.04957879,108.9767,0,0,0,12,1,0
1,0,40.66667,3.5,0.1966153,446.415,0,0,2,14,1,0
1,0,40.75,1.8,0.5535178,830.2767,1,0,2,177,1,13
1,0,45.91667,4,0.03421425,287.7583,1,0,0,24,0,16
0,0,25.75,2.1,0.05965243,0,0,0,0,24,1,18
0,0,27.41667,2.55,0.0004705882,0,0,0,0,36,1,0
1,0,21.91667,2.5,0.0611788,127.3725,1,0,2,24,1,23
1,0,23.91667,2,0.100191,53.30167,0,0,0,9,0,14
1,0,34.83333,3.7,0.1221516,376.6342,1,0,6,12,0,16
1,0,39.41667,2.4,0.1922946,384.1725,0,0,0,96,1,9
1,0,35.83333,2.8,0.03015786,46.60583,1,1,1,37,1,20
1,0,36,4,0.07401385,306.4683,1,0,0,18,0,11
1,0,42.66667,1.5,0.006145161,0,0,0,3,132,1,22
1,0,53,2.45,0.01771837,35.675,1,0,0,3,1,11
1,1,24.58333,2.8,0.06297679,0,0,0,3,0,1,2
1,1,49.16667,5.8,0.03635741,71.53,1,0,1,15,1,16
1,0,30.58333,3.5,0.1181043,29.51583,0,0,0,6,1,14
1,0,27.25,5.9,0.06604102,324.6183,0,0,0,28,1,5
1,0,24,2.1,0.0836781,95.9975,0,0,0,13,1,14
